OC_CODICE_PROGRAMMA;COD_STRUMENTO;DESCR_STRUMENTO;DESCR_TIPO_STRUMENTO;x_CICLO;x_AMBITO;x_PROGRAMMA;QUERY;NOTE
2020PCDPCINA001;07.05 PSC;07.05 MOBILITÃ URBANA;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;SINFI;Decreto Ministeriale;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;DMMC;D.M. 29.07.2013 Macchinari;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;BOTC;Turismo, cultura e valorizzazione risorse naturali;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;AB1-648-06;Misure a sostegno di comuni e imprese delle zone rosse (micro imprese, anche agricole) (Art.27, co.5, lett a, L.R. 10/2020);STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;08.01 PS;08.01 EDILIZIA E SPAZI PUBBLICI - Piano Stralcio 2021-2027;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;301:::DPCM;"Riparto di fondi in base ad atto di indirizzo concernente  ""Potenziamento e adeguamento del sistema delle acque reflue urbane"":::DPCM 24/09/2020";STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;MOPSCSS3;Interventi a sostegno della ripresa economica delle PMI colpite dagli effetti del Covid;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;503;"Bando per l'erogazione di contributi concernente ""Concessione di contributi in conto interessi alle imprese turistiche per la qualificazione delle strutture ricettive""";STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;CLEU;Emergenze Urbane e Territoriali;ACCORDO DI PROGRAMMA QUADRO;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;P185;contributo alle imprese - 185N;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;AB1-292-02;Contributi per i servizi resi nella fase di emergenza covid-19 da aziende di TPL su gomma dellÂ¿area metropolitana CH-PE;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;ABAG;Agricoltura;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;A24;Investimenti necessari per rafforzare la capacitÃ  del complesso dei servizi sanitari di rispondere alla crisi provocata dallÂ¿emergenza epidemiologica;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;FRISL;Sviluppo locale;ACCORDO DI PROGRAMMA QUADRO;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;AB1-C49-05;Completamento dellÂ¿Azione 3.1.1Â¿ Asse III Â¿ Avviso Pubblico per aiuti per investimenti a sostegno dellÂ¿economia nell'emergenza da COVID-19;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;AB1-648-11;Attuazione art. 3 (Contributi a fondo perduto) l.r. 10/2020 (Art. 29, co.1, l.r. 10/2020);STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;PSCFVG1420;Piano sviluppo e coesione FVG 14-20 Progetti nuovi;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;SL5R;Favorire la nascita e lÂ¿avviamento di nuove imprese e supportare lÂ¿inserimento nel mondo del lavoro dei giovani, mediante specifici percorsi integrati, aumentandone la professionalitÃ  e lÂ¿occupabi;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;185;Autoimpiego e autoimprenditorialitÃ ;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;DMAS;D.M. 29.07.2013 Macchinari - aree SIN;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;ABRSL;Sviluppo Locale e Riequilibrio Aree Interne;ACCORDO DI PROGRAMMA QUADRO;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2014IT05SFOP007;01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSE;POR LOMBARDIA FSE;0;
2014TC16RFCB035;01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;CTE;INTERREG ITA-SWI;0;
PSCLOMBARDIA;PSCLOM71A;PSC LOMBARDIA. Individuazione degli interventi di messa in sicurezza degli itinerari regionali prioritari;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
2014IT16RFOP012;01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR;POR LOMBARDIA FESR;0;
2014IT16RFOP012;LO2017001;APQ aree interne LOMBARDIA - VALCHIAVENNA;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR;POR LOMBARDIA FESR;0;
PSCLOMBARDIA;PSCLOM0502;PSC LOMBARDIA. Programma degli interventi finalizzati alla depurazione dei laghi prealpini;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
2014IT05SFOP007;01:::LO201;PROGRAMMA OPERATIVO 2014-2020:::APQ aree interne LOMBARDIA - VALTELLINA;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FSE;POR LOMBARDIA FSE;0;
2014IT05SFOP007;01:::LO202;PROGRAMMA OPERATIVO 2014-2020:::APQ aree interne LOMBARDIA - Alto Lago di Como e Valli del Lario;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FSE;POR LOMBARDIA FSE;0;
2014IT05SFOP007;01:::LO202;PROGRAMMA OPERATIVO 2014-2020:::APQ aree interne LOMBARDIA - Appennino Lombardo - OltrepÃ² Pavese;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FSE;POR LOMBARDIA FSE;0;
2014IT05SFOP007;01:::LO201;PROGRAMMA OPERATIVO 2014-2020:::APQ aree interne LOMBARDIA - VALCHIAVENNA;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FSE;POR LOMBARDIA FSE;0;
2014IT16RFOP012;LO2017001:;APQ aree interne LOMBARDIA - VALCHIAVENNA:::APQ aree interne LOMBARDIA - Alto Lago di Como e Valli del Lario;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR;POR LOMBARDIA FESR;0;
PSCLOMBARDIA;PSCLOM0702;PSC LOMBARDIA.  Contratto di programma per gli investimenti e le manutenzioni straordinarie sulla rete ferroviaria regionale in concessione a Ferrovienord S.P.A.;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
2014IT16RFOP012;LO2017001:;APQ aree interne LOMBARDIA - VALCHIAVENNA:::APQ aree interne LOMBARDIA - VALTELLINA;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR;POR LOMBARDIA FESR;0;
2014IT16RFOP012;01:::LO202;PROGRAMMA OPERATIVO 2014-2020:::APQ aree interne LOMBARDIA - Alto Lago di Como e Valli del Lario;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR;POR LOMBARDIA FESR;0;
2014IT16RFOP012;01:::LO202;PROGRAMMA OPERATIVO 2014-2020:::APQ aree interne LOMBARDIA - Appennino Lombardo - OltrepÃ² Pavese;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR;POR LOMBARDIA FESR;0;
PSCLOMBARDIA;PSCLOM0102;PSC LOMBARDIA. Campus dell'UniversitÃ  Statale di Milano;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
2014IT16RFOP012;LO2020002;APQ aree interne LOMBARDIA - Alto Lago di Como e Valli del Lario;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR;POR LOMBARDIA FESR;0;
2014IT16RFOP012;LO2020001;APQ aree interne LOMBARDIA - Appennino Lombardo - OltrepÃ² Pavese;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR;POR LOMBARDIA FESR;0;
2014IT16RFOP012;LO2017001:;APQ aree interne LOMBARDIA - VALCHIAVENNA:::APQ aree interne LOMBARDIA - Appennino Lombardo - OltrepÃ² Pavese;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR;POR LOMBARDIA FESR;0;
2014IT05SFOP007;3;Piano Operativo FSC 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSE;POR LOMBARDIA FSE;0;
PSCLOMBARDIA;PSCLOM301A;PSC LOMBARDIA.CREDITO ADESSO EVOLUTION - INCENTIVI ALLE PMI PER IL CAPITALE CIRCOLANTE;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
2014IT05SFOP007;3:::LO2017;Piano Operativo FSC 2014-2020:::APQ aree interne LOMBARDIA - VALTELLINA;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FSE;POR LOMBARDIA FSE;0;
2014IT05SFOP007;3:::LO2020;Piano Operativo FSC 2014-2020:::APQ aree interne LOMBARDIA - Alto Lago di Como e Valli del Lario;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FSE;POR LOMBARDIA FSE;0;
2014IT05SFOP007;3:::LO2017;Piano Operativo FSC 2014-2020:::APQ aree interne LOMBARDIA - VALCHIAVENNA;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FSE;POR LOMBARDIA FSE;0;
PSCLOMBARDIA;PSCLOM112;PSC LOMBARDIA. ISTRUZIONE E FORMAZIONE PROFESSIONALE 2020/2021;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
2014IT05SFOP007;01:::3;PROGRAMMA OPERATIVO 2014-2020:::Piano Operativo FSC 2014-2020;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSE;POR LOMBARDIA FSE;0;
2017AREAINTLOMB;LO2017001;APQ aree interne LOMBARDIA - VALCHIAVENNA;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;SNAI LOMBARDIA;0;
2014IT16RFOP012;01:::LO201;PROGRAMMA OPERATIVO 2014-2020:::APQ aree interne LOMBARDIA - VALCHIAVENNA;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR;POR LOMBARDIA FESR;0;
2014IT16RFOP012;01:::LO201;PROGRAMMA OPERATIVO 2014-2020:::APQ aree interne LOMBARDIA - VALTELLINA;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR;POR LOMBARDIA FESR;0;
PSCLOMBARDIA;PSCLOM103A;PSC LOMBARDIA. POLITICHE SOCIALI Contributo regionale straordinario  a sostegno dei nuclei familiari i difficoltÃ  economica.;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
2014IT05SFOP007;01:::3:::L;PROGRAMMA OPERATIVO 2014-2020:::Piano Operativo FSC 2014-2020:::APQ aree interne LOMBARDIA - Alto Lago di Como e Valli del Lario;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FSE;POR LOMBARDIA FSE;0;
2017AREAINTLOMB;LO2017002;APQ aree interne LOMBARDIA - VALTELLINA;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;SNAI LOMBARDIA;0;
2014IT16RFOP012;LO2017002;APQ aree interne LOMBARDIA - VALTELLINA;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR;POR LOMBARDIA FESR;0;
PSCLOMBARDIA;PSCLOM0704;PSC LOMBARDIA. MISURE A SOSTEGNO DEGLI AEROPORTI LOMBARDI DI INTERESSE NAZIONALE APPARTENENTI ALLE RETI TEN-T;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;PSCLOM12;PSC LOMBARDIA. CapacitÃ  amministrativa;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARD2021;PSCLOM12;PSC LOMBARDIA. CapacitÃ  amministrativa;STRUMENTI ATTUAZIONE DIRETTA;2021-2027;FSC;PSC LOMBARDIA;0;
2014IT05SFOP007;01:::LO201;PROGRAMMA OPERATIVO 2014-2020:::APQ aree interne LOMBARDIA - VALCHIAVENNA:::APQ aree interne LOMBARDIA - VALTELLINA;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FSE;POR LOMBARDIA FSE;0;
2014IT16RFOP012;01:::LO201;PROGRAMMA OPERATIVO 2014-2020:::APQ aree interne LOMBARDIA - VALCHIAVENNA:::APQ aree interne LOMBARDIA - VALTELLINA;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR;POR LOMBARDIA FESR;0;
PSCLOMBARDIA;PSCLOM0501;PSC LOMBARDIA. Interventi urgenti e prioritari per la mitigazione del rischio idrogeologico;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
2017AREAINTLOMB;LO2020002;APQ aree interne LOMBARDIA - Alto Lago di Como e Valli del Lario;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;SNAI LOMBARDIA;0;
2017AREAINTLOMB;LO2020001;APQ aree interne LOMBARDIA - Appennino Lombardo - OltrepÃ² Pavese;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;SNAI LOMBARDIA;0;
PSCLOMBARDIA;PSCLOM71B;PSC LOMBARDIA. Riqualificazione dello svincolo autostradale A4 e della connessione con l'asse interurbano di Bergamo;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;PSCLOM0504;PSC LOMBARDIA. Ex SIN Cerro al Lambro (1Â° lotto);STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LO05;Convenzione per l'acquisto e la gestione di materiale rotabile per il servizio ferroviario regionale.;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LO08;"Convenzione per la valorizzazione dei beni culturali attraverso la realizzazione di attivitÃ  di spettacolo - progetto triennale 2007-2009 ""Oltre il Palcoscenico - Next 2009"".";STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LO10;APQ Interregionale per la realizzazione della residenza universitaria e della scuola primaria nella cittÃ  di L'Aquila.;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LO09;"Convenzione per la realizzazione della manifestazione ""Music Across"".";STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LO01;"APQ Interregionale per la realizzazione di un call center cd ""laico""per la sperimentazione del NUE 112 presso le centrali operative del servizio sanitario emergenza urgenza di Varese,Ravenna e Palermo";ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LO03;"Delibera di Giunta regionale:""Programma degli interventi prioritari sulla rete viaria di interesse regionale - Aggiornamento per l'anno 2010.";STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LO04;Accordo di Programma per la realizzazione della tangenziale nord - est di Varese. Collegamento SS 342-233-344.;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LO06;Contratto di Programma per gli investimenti alla rete ferroviaria regionale in concessione a FerrovieNord S.P.A. (L.R. N. 11/2009).;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LO22;"""Progetto Start-up Packages e Programma di PhD"" della Fondazione ""Centro Europeo di Nanomedicina"".";STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LO02;"Bando ""Integrazione, ottimizzazione, implementazione delle reti radio per la gestione delle emergenze esistenti sul territorio regionale e della Centrale Interforze di Protezione Civile"".";STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LO14;AdP Realizzazione polo per la formazione e il lavoro dedicato ai settori aeronautico, logistica trasporti come strumento di sviluppo ed innovazione sistema aeroportuale in Comune di Somma Lombardo.;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
PSCLOMBARDIA;LO33;Accordo di Programma per la realizzazione delle opere di valorizzazione del Lago d'Idro;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LOMBARDIA;0;
PSCMOLISE;01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
2014IT16M2OP001;MO2019001;APQ aree interne MOLISE - Matese;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR-FSE;POR MOLISE FESR-FSE;0;
POCMOLISE;01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC MOLISE;0;
PSCMOLISE;MO2019001;APQ aree interne MOLISE - Matese;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FSC;PSC MOLISE;0;
2019AREAINTMOL;MO2019001;APQ aree interne MOLISE - Matese;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;SNAI MOLISE;0;
POCMOLISE;MO2021001;APQ aree interne MOLISE - Alto Medio Sannio;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;POC;POC MOLISE;0;
PSCMOLISE;MO2021001;APQ aree interne MOLISE - Alto Medio Sannio;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FSC;PSC MOLISE;0;
POCMOLISE;MO2020001;APQ aree interne MOLISE - Fortore;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;POC;POC MOLISE;0;
PSCMOLISE;MO2020001;APQ aree interne MOLISE - Fortore;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FSC;PSC MOLISE;0;
POCMOLISE;MO2021002;APQ aree interne MOLISE - Mainarde;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;POC;POC MOLISE;0;
2019AREAINTMOL;MO2020001;APQ aree interne MOLISE - Fortore;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;SNAI MOLISE;0;
2019AREAINTMOL;MO2021001;APQ aree interne MOLISE - Alto Medio Sannio;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;SNAI MOLISE;0;
2019AREAINTMOL;MO2021002;APQ aree interne MOLISE - Mainarde;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;SNAI MOLISE;0;
PSCMOLISE;MOPSCSS4;Interventi volti a favorire la competitivitÃ  delle imprese e dei sistemi produttivi;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOPSCSS3;Interventi a sostegno della ripresa economica delle PMI colpite dagli effetti del Covid;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MO2021002;APQ aree interne MOLISE - Mainarde;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOPSCSS9;Interventi volti a favorire la ripresa ed il rafforzamento delle filiere produttive regionali;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOPSCSS10;Interventi per la semplificazione e digitalizzazione dei servizi al cittadino;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOPSCSS7;Interventi a favore dellÂ¿accrescimento e il potenziamento delle competenze del sistema scolastico, universitario, post- universitario, produttivo e della formazione professionale;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOPSCSS1;Interventi di potenziamento, efficientamento e miglioramento dei servizi di trasporto pubblico locale;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
PSCMOLISE;MOPSCSS2;Trasporto pubblico locale: interventi per soddisfare le esigenze derivanti dal riavvio dell'attivitÃ  didattica in presenza;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MOLISE;0;
PSCTOSCANA;PSCTOS01;PSC TOSCANA 2000/2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC TOSCANA;0;
2018AREAINTTOSC;TO2021001;APQ aree interne TOSCANA - Valdarno, Valdisieve, Mugello e Val Bisenzio;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;SNAI TOSCANA;0;
PSCTOSCANA;01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC TOSCANA;0;
PSCTOSCANA2021;PSCTO79_21;PSCTOSCANA2021 - Stralcio Regione Toscana Anticipazioni 2021-2027 delibera CIPESS 79/2021;STRUMENTI ATTUAZIONE DIRETTA;2021-2027;FSC;PSC TOSCANA;0;
2018AREAINTTOSC;TO2018001;APQ aree interne TOSCANA - Casentino Valtiberina;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;SNAI TOSCANA;0;
2018AREAINTTOSC;TO202001;APQ aree interne TOSCANA - Garfagnana, Lunigiana, Mediavalle del Serchio, Appennino Pistoiese;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;SNAI TOSCANA;0;
2014IT06RDRP010;TO2021001;APQ aree interne TOSCANA - Valdarno, Valdisieve, Mugello e Val Bisenzio;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FEASR;PSR TOSCANA;0;
PSCTOSCANA;472014PIOM;L'Accordo di Programma  del 24/4/2014 disciplina gli interventi per la riqualificazione e la riconversione del Polo Industriale Piombino -   Asse I Azione II Â¿  Successivi Accordi di Programma con MI;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC TOSCANA;0;
PSCTOSCANA;MONT;"In attuazione della Delibera CIPE 28/2016, risorse  FSC 2007-2013,  Determinazione del Comune di Montecatini Terme n.  897 del 6/11/2017 per  acquisizione immobile ""Palazzina Regia""";STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC TOSCANA;0;
2014IT06RDRP010;TO2018001;APQ aree interne TOSCANA - Casentino Valtiberina;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FEASR;PSR TOSCANA;0;
PSCTOSCANA;1072017OSP;DGR 274 del 04/03/2019 che individua soggetti responsabili procedimenti amministrativi e tecnici per la gestione del contributo statale e regionale ed  assegna le risorse per realizzazione intervento;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC TOSCANA;0;
PSCTOSCANA;PIOM;Convenzione Regione Toscana  e AutoritaÂ¿ di Sistema Portuale Alto Tirreno (DGR 1420 del 17.12.2018) per realizzazione infrastrutture per attivitaÂ¿ di refitting navale nel porto di Piombino,  nellÂ¿a;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC TOSCANA;0;
2014IT06RDRP010;TO202001;APQ aree interne TOSCANA - Garfagnana, Lunigiana, Mediavalle del Serchio, Appennino Pistoiese;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FEASR;PSR TOSCANA;0;
2014IT05SFOP018;ROP14-20;PROGRAMMA OPERATIVO FSE 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSE;POR PA TRENTO FSE;0;
2014TC16RFCB052;01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;CTE;INTERREG ITA-AUS;0;
2014IT16M2OP002;01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;POR PUGLIA FESR-FSE;0;
PSCPUGLIA2021;01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2021-2027;FSC;PSC PUGLIA;0;
POCPUGLIA;01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC PUGLIA;0;
2014IT16M2OP002;PU2019001;APQ aree interne PUGLIA - Monti Dauni;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR-FSE;POR PUGLIA FESR-FSE;0;
