COD_STRUMENTO;DESCR_STRUMENTO;DESCR_TIPO_STRUMENTO;OC_CODICE_PROGRAMMA;x_CICLO;x_AMBITO;x_PROGRAMMA;QUERY;NOTE
F_REIN_FSC;Fondo per la reindustrializzazione - FSC;STRUMENTI ATTUAZIONE DIRETTA;2017POIMPCOMFSC;2014-2020;FSC;PIANO FSC IMPRESE E COMPETITIVITA';0;
BUL_BZ;Contributo allÂ¿attuazione del Progetto Strategico Agenda Digitale per la Banda Ultra Larga - Provincia autonoma di Bolzano;STRUMENTI ATTUAZIONE DIRETTA;2017POIMPCOMFSC;2014-2020;FSC;PIANO FSC IMPRESE E COMPETITIVITA';0;
INVE_EST;Piano operativo investimenti esteri;STRUMENTI ATTUAZIONE DIRETTA;2016POCIMPRESE1;2014-2020;POC;POC IMPRESE;0;
WIFI;Delibera CIPE - WIFI;STRUMENTI ATTUAZIONE DIRETTA;2016MISEBULFSC1;2014-2020;FSC;PIANO FSC BANDA ULTRA LARGA;0;
SINFI;Decreto Ministeriale;STRUMENTI ATTUAZIONE DIRETTA;2016MISEBULFSC1;2014-2020;FSC;PIANO FSC BANDA ULTRA LARGA;0;
CRATERE_AQ;Bando cratere sismico aquilano;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
GOVSATCOM;Programma Mirror GovSatCom;STRUMENTI ATTUAZIONE DIRETTA;2017POIMPCOMFSC;2014-2020;FSC;PIANO FSC IMPRESE E COMPETITIVITA';0;
INV_INN;Bando investimenti innovativi;STRUMENTI ATTUAZIONE DIRETTA;2016POCIMPRESE1;2014-2020;POC;POC IMPRESE;0;
INV_INN;Bando investimenti innovativi;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
OPEN_INNOV;Piano di azione per la diffusione dellÂ¿imprenditorialitÃ  e dellÂ¿innovazione;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
FCG_PIEM;Riserva FCG Piemonte;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP014;2014-2020;FESR;POR PIEMONTE FESR;0;
MISE_MATTM;Progetto Sostegno a comparti/filiere produttivi per lÂ¿innovazione tecnologica e la riduzione degli impatti ambientali dei prodotti, dei processi e delle organizzazioni;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
L181_89;Interventi aree di crisi L. 181/89;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
L181FSCAMP;Legge 181/89 risorse FSC 2014/2020;STRUMENTI ATTUAZIONE DIRETTA;2016PATTICAMP;2014-2020;FSC;PATTO CAMPANIA;0;
L181_89:::;Interventi aree di crisi L. 181/89:::L. 181 Campania;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP007;2014-2020;FESR;POR CAMPANIA FESR;0;
L181_CAMP;L. 181 Campania;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP007;2014-2020;FESR;POR CAMPANIA FESR;0;
F_PMI:::F_PMI;Fondo PMI:::Fondo PMI;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2015IT16RFSM001:::2017POIMPCOMFSC;2014-2020;FESR;PON FESR INIZIATIVA PMI:::PIANO OPERATIVO FSC IMPRESE E COMPETITIVITA';0;
SMST;Smart e start;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
BUL 3;BUL 3;STRUMENTI ATTUAZIONE DIRETTA;2016MISEBULFSC1;2014-2020;FSC;PIANO FSC BANDA ULTRA LARGA;0;
COMPLPOIEE;Completamento POI Energia;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
RETI_TRASM;Manifestazione di Interesse Reti di Trasmissione;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
V_DIGIT;Voucher digitalizzazione dei processi aziendali e ammodernamento tecnologico;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
V_DIG_FSC;Voucher digitalizzazione FSC Delibera 47/2017;STRUMENTI ATTUAZIONE DIRETTA;2018FSCVOUCHER;2014-2020;FSC;VOUCHER DIGITALIZZAZIONE PMI;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT05SFOP001;2014-2020;FSE;PON INCLUSIONE;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2018POCSCUOLA;2014-2020;POC;POC SCUOLA;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT05M2OP001;2014-2020;FESR-FSE;PON SCUOLA;0;
2;PROGRAMMA OPERATIVO 2007-2013;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP002;2014-2020;FESR;PON INFRASTRUTTURE;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP002;2014-2020;FESR;PON INFRASTRUTTURE;0;
AD34;Regione Umbria - Tipologia 3.5.2b - Piano stralcio di comunicazione turistica -Campagna di comunicazione -DGR 1734 del 27 dicembre 2012;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD02;Regione Umbria - Tipologia 5.1.1a - Assistenza tecnica;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AP03;Regione Umbria - Tipologia 3.2.1b - Accordo di Programma Quadro in materia di difesa del suolo;ACCORDO DI PROGRAMMA QUADRO (APQ);2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD31;Regione Umbria - Tipologia 5.1.1c - Variante al progetto SMG - QSN 2007-2013 Sistema unitario di monitoraggio;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD33;Regione Umbria - Tipologia 2.2.2a - Bando TAC 2 finanziamento di investimenti innovativi per le imprese turistiche e promo-commercializzazione-Soggetti privati aggregati;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AP01;Regione Umbria - Azione 4.1.1 - Infrastrutture aeroportuali - I Atto integrativo;ACCORDO DI PROGRAMMA QUADRO (APQ);2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD28;Regione Umbria - Azione 3.1.1 - Realizzazione di opere per l'approvvigionamento idrico e per la raccolte e il trattamento delle acque reflue - Emergenza idrica;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD26;Regione Umbria - Tipologia 3.2.1a - Prevenzione rischio idraulico - DGR 699 18/06/2012;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD30;Regione Umbria - Azione 2.5.1 - Consolidamento e continuitÃÂ  operativa dei datacenter regionali;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD25;Regione Umbria - Azione 3.3.2 - Polo Energetico per la produzione di Energia da Fonti rinnovabili sito ex Fornace Scarca di Massa Martana - DGR 2035 del 31 dicembre 2010;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD16;Regione Umbria - Tipologia 3.5.2a - Avviso pubblico per il completamento degli attrattori di rilevante interesse finalizzato al perfezionamento delle reti e dei sistemi culturali e ambientali;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD73;Regione Umbria - 4.2.1b ÃÂ¿ Riqualificazione area industriale Sant'Andrea delle Fratte;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD05;Regione Umbria - Tipologia 5.1.1d - Informazione e pubblicitÃÂ ;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD29;Regione Umbria - Azione 3.5.1 - Interventi per la tutela e la valorizzazione della biodiversitÃÂ  e dei siti Natura 2000 - DGR 482 del 28 maggio 2013;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD20;Regione Umbria - Azione 2.2.1 - Bando ordinario ricerca e sviluppo anno 2013- Poli di innovazione;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD07;Regione Umbria - Azione 1.3.1 - Bando servizi di prossimitÃÂ  alle famiglie;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD12;Regione Umbria - Tipologia 1.2.1a - ITS Nuove Tecnologie per il made in Italy - Percorso meccatronica;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD32;Regione Umbria - Tipologia 3.2.1b - Consolidamento e messa in sicurezza rischio frane - DGR 699 18/06/2012;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AP05;Regione Umbria - Azione 3.1.1 - Accordo di Programma Quadro in materia di Risorse idriche;ACCORDO DI PROGRAMMA QUADRO (APQ);2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD18;Regione Umbria - Tipologia 2.1.1b - Sostegno  agli interventi di marketing territoriale.;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD22;Regione Umbria - Tipologia 2.1.1a - Sostegno all'internazionalizzazione - Programma 2012 (DGR 1304/2012);STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD11;Regione Umbria - Tipologia 1.2.1a-Avviso pubblico-Costituzione nuova Fondazione Istituto Tecnico Superiore I.T.S. e progettazione di nuovi percorsi di istruzione tecnica superiore - Triennio 2013-2015;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD13;Regione Umbria - Tipologia 4.3.1a - PUC2  attivitÃÂ  produttive - DGR 1076/2009;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD08;Regione Umbria - Tipologia 4.3.1c - Bando Interventi per la valorizzazione e il recupero delle infrastrutture e del patrimonio edilizio pubblico;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD40;Regione Umbria - Tipologia 3.2.1bÃÂ  - Interventi a regia regionale-Assisi e CasciaÃÂ  (DGR 1394/2013);STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD42;Regione Umbria - Tipologia 2.1.1a - Progetti Interregionali Regione/ICE/Mise: DGR 1325/2013;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD14;Regione Umbria - Tipologia 4.3.1a - PUC2  opere pubbliche - DGR 1076/2009;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD48;Regione Umbria - Azione 1.2.1b -Sostegno formazione d'eccellenza - Avviso pubblico DGR455/14;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD44;Regione Umbria - Tipologia 2.1.1a ÃÂ¿ Sostegno ai progetti di internazionalizzazione delle imprese DGR n.1124/2014;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD45;Regione Umbria - Tipologia 2.1.1a ÃÂ¿ Sostegno ai progetti di internazionalizzazione delle imprese DGR n.1123/2014;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD23;Regione Umbria - Tipologia 2.2.2a - Bando per il finanziamento di interventi volti all'innalzamento degli standard di qualitÃÂ  alberghiera;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD24;Regione Umbria - Azione 2.4.1 - Infrastrutture per le telecomunicazioni - Piano Telematico - DGR 929/2013;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD15;Regione Umbria - Tipologia 4.3.1a - PUC3 Opere pubbliche - DGR 281/2013;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD49;Regione Umbria - 2.5.1 - Piano digitale reg. 2013-15 - Prog. trasversale consolidamento;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD43;Regione Umbria - Tipologia 2.1.1a ÃÂ¿ Sostegno ai progetti di internazionalizzazione delle imprese DGR n.30/2014;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD63;Regione Umbria - 2.5.1 - Piano digitale regionale 2013-15 - Programma trasversale opendata;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD01;Regione Umbria - Tipologia 3.5.2.a - Azione III.5.2.a ÃÂ¿Potenziamento della tutela e valorizzazione delle risorse naturali e culturali anche ai fini del turismo sostenibile.ÃÂ¿ Programma regionale;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD71;Regione Umbria - 3.5.2a - PAR FSC 2014 - Potenziamento della tutela e valorizzazione delle risorse naturali e culturali anche ai fini del turismo sostenibile;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD51;Regione Umbria - 2.5.1 - Piano digitale regionale 2013-15 - Programma trasversale regionedigitale;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD10;Regione Umbria - Azione 3.3.1 - Piano interventi impiantistica rifiuti DGR 917/2013;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD70;Regione Umbria - 2.5.1 - Piano digitale regionale 2013-15 - Programma trasversale comuni digitali;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD19;Regione Umbria-tipologia 3.5.2a-Bando TAC 2 per interventi pubblici volti alla promo-commercializzazione turistica di prodotti tematici e d'area mediante realizzazione di progetti integrati collettivi;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD52;Regione Umbria - 2.5.1 - Piano digitale reg. 2013-15 - Prog. trasversale piattaforme;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD79;Regione Umbria - 3.5.2a - Programma regionale PAR FSC 2014 - Potenziamento della tutela e valorizzazione delle risorse naturali e culturali anche ai fini del turismo sostenibile;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD64;Regione Umbria - 2.1.1a - Azione di Sistema II (DGR 1366/ 2014);STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD53;Regione Umbria - Azione 1.2.1b Piano Regionale Alta Formazione - Restauro - Dgr 1394/2013;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD04;Regione Umbria - Tipologia 5.1.1c - Monitoraggio;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AP04;Regione Umbria ÃÂ¿ Tipologia 4.2.1a - Accordo di Programma Quadro in materia di Infrastrutture aree industriali;ACCORDO DI PROGRAMMA QUADRO (APQ);2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD59;Regione Umbria - Expo 2015-Sistema Umbro delle imprese;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD57;Regione Umbria - DGR 1394/2013 Ass. tec. - E - Supporto attuazione Linea di azione 4.2.1a;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD77;Regione Umbria - 3.5.2a - Programma regionale PAR FSC 2014 - Potenziamento della tutela e valorizzazione delle risorse naturali e culturali anche ai fini del turismo sostenibile (Politiche della Casa);STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD75;Regione Umbria - 2.2.2a - Lavori di realizzazione del nuovo impianto meccanizzato tra Piazza Partigiani e Piazza Italia all'interno della Rocca Paolina;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AP02;Regione Umbria - Azione 3.4.1 - Accordo di Programma Quadro in materia di tutela e salvaguardia dei beni culturali;ACCORDO DI PROGRAMMA QUADRO (APQ);2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD60;Regione Umbria - PUC3 Azione IV.3.1a - DGR 281/2013- Altre AttivitÃÂ  Produttive;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD67;Regione Umbria - 2.2.2a - Bando per il finanziamento promocommercializzazione e incoming;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD65;Regione Umbria - 2.2.2a - Riapertura termini bando per il finanziamento di interventi volti all'innalzamento degli standard di qualitÃÂ  alberghiera;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD68;Regione Umbria - 2.2.2b - Bando centri commerciali naturali comuni Perugia e Terni ÃÂ¿ Commercio;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD66;Regione Umbria - 2.2.2a - Nuovo bando innalzamento qualitÃÂ  alberghiera-extralberghiera;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD62;Regione Umbria - PUC3 Azione 2.2.2b - DGR 281/2013 - AttivitÃÂ  Produttive Commercio e Turismo;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD69;Regione Umbria - 2.2.2b - Bando ristorazione di qualitÃÂ  - Commercio;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD72;Regione Umbria - 3.5.2a - PAR FSC 2014 - III Linea di intervento Azioni di sistema;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD76;Regione Umbria - 3.5.2b - AttivitÃÂ  di promozione del brand Umbria;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD78;Regione Umbria - 4.3.1a - Decoro Urbano - DGR 917/2016;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD80;Regione Umbria - 2.5.1 - Integrazione Piano Digitale Regionale Triennale (PDRT) 2018;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD81;Regione Umbria - 3.5.2a - Progetti traferiti dal Programma regionale dell'Azione 5.2.1 del POR FESR 2014 - 2020 con D.G.R. n. 1230/2018;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD83;Regione Umbria - 2.2.2b - Bando pubblico attivitÃÂ  di somministrazione DGR 1054/18;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
AD82;Regione Umbria - 5.1.1d - VII Rassegna urbanistica - PUC3;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
1;PROGRAMMA OPERATIVO;STRUMENTI DI ATTUAZIONE DIRETTA;2007UM002FA013;2007-2013;FSC;PAR FSC UMBRIA;0;
APQUAR1;La Regione attiverÃ  per ognuna delle 4 aree interne lo strumento dell'ITI, la cui attuazione Ãš prevista tramite APQ;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2018AREAINTVALD;2014-2020;SNAI;SNAI VALLE D'AOSTA;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP020;2014-2020;FESR;POR VALLE D'AOSTA FESR;0;
APQUAR1;La Regione attiverÃ  per ognuna delle 4 aree interne lo strumento dell'ITI, la cui attuazione Ãš prevista tramite APQ;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014IT16RFOP020;2014-2020;FESR;POR VALLE D'AOSTA FESR;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT05SFOP011;2014-2020;FSE;POR VALLE D'AOSTA FSE;0;
APQUAR1;La Regione attiverÃ  per ognuna delle 4 aree interne lo strumento dell'ITI, la cui attuazione Ãš prevista tramite APQ;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014IT05SFOP011;2014-2020;FSE;POR VALLE D'AOSTA FSE;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT05SFOP016;2014-2020;FSE;POR BASILICATA FSE;0;
CALABRIA1;PATTO PER LA CALABRIA;STRUMENTI ATTUAZIONE DIRETTA;2016PATTICAL;2014-2020;FSC;PATTO CALABRIA;0;
FESRCL2007;POR Calabria FESR 2007-2013;STRUMENTI ATTUAZIONE DIRETTA;2016PATTICAL;2014-2020;FSC;PATTO CALABRIA;0;
FVG1;Strumento attuazione diretta PAR FSC Friuli Venezia Giulia;STRUMENTI DI ATTUAZIONE DIRETTA;2007FR002FA003;2007-2013;FSC;PAR FSC FRIULI VENEZIA GIULIA;0;
FRDS;Accordo di Programma Quadro finalizzato alla razionalizzazione del sistema fognario dellÃÂ¿ATO ÃÂ¿Orientale GorizianoÃÂ¿- 1ÃÂ° Lotto -  Potenziamento impianto di depurazione di Staranzano (Gorizia;ACCORDO DI PROGRAMMA QUADRO (APQ);2007FR002FA003;2007-2013;FSC;PAR FSC FRIULI VENEZIA GIULIA;0;
FRFE;FSC 2007-2013 e 2014-2020 - APQ ?Progetto integrato di messa in sicurezza, bonifica e reindustrializz. stabilimento Ferriera di Servola (TS) - AdP ex art.252bis d.lvo 152/2006 - Asse I, Azione II;ACCORDO DI PROGRAMMA QUADRO (APQ);2007FR002FA003;2007-2013;FSC;PAR FSC FRIULI VENEZIA GIULIA;0;
FRDP;Accordo di programma quadro finalizzato all'adeguamento dell'impianto di depurazione di Servola (Trieste);ACCORDO DI PROGRAMMA QUADRO (APQ);2007FR002FA003;2007-2013;FSC;PAR FSC FRIULI VENEZIA GIULIA;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP013;2014-2020;FESR;POR MARCHE FESR;0;
1;PROGRAMMA OPERATIVO;STRUMENTI DI ATTUAZIONE DIRETTA;2012SIXXXPAC00;2007-2013;POC;PAC SICILIA;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP018;2014-2020;FESR;POR PA TRENTO FESR;0;
01:::PAPFS;PROGRAMMA OPERATIVO 2014-2020:::Programma Attuativo Provinciale Fondo per lo Sviluppo e la Coesione 2007-2013;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO;2014IT16RFOP018;2014-2020;FESR;POR PA TRENTO FESR;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP005;2014-2020;FESR;POR PA BOLZANO FESR;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT05SFOP007;2014-2020;FSE;POR LOMBARDIA FSE;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014TC16RFCB035;2014-2020;CTE;INTERREG ITA-SWI;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP012;2014-2020;FESR;POR LOMBARDIA FESR;0;
FSC 3;PATTO LOMBARDIA. Individuazione degli interventi di messa in sicurezza degli itinerari regionali prioritari;STRUMENTI ATTUAZIONE DIRETTA;2016PATTILOMB;2014-2020;FSC;PATTO LOMBARDIA;0;
LO2017001;APQ aree interne LOMBARDIA - VALCHIAVENNA;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014IT16RFOP012;2014-2020;FESR;POR LOMBARDIA FESR;0;
FSC 50;PATTO LOMBARDIA. Programma degli interventi finalizzati alla depurazione dei laghi prealpini;STRUMENTI ATTUAZIONE DIRETTA;2016PATTILOMB;2014-2020;FSC;PATTO LOMBARDIA;0;
FSC 9;PATTO LOMBARDIA.  CONTRATTO DI PROGRAMMA PER GLI INVESTIMENTI E LE MANUTENZIONI STRAORDINARIE SULLA RETE FERROVIARIA REGIONALE IN CONCESSIONE A FERROVIENORD S.P.A.;STRUMENTI ATTUAZIONE DIRETTA;2016PATTILOMB;2014-2020;FSC;PATTO LOMBARDIA;0;
FSC 53;PATTO LOMBARDIA. Campus dell'UniversitÃ  Statale di Milano;STRUMENTI ATTUAZIONE DIRETTA;2016PATTILOMB;2014-2020;FSC;PATTO LOMBARDIA;0;
01:::LO201;PROGRAMMA OPERATIVO 2014-2020:::APQ aree interne LOMBARDIA - VALCHIAVENNA;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014IT16RFOP012;2014-2020;FESR;POR LOMBARDIA FESR;0;
FSC 51;PATTO LOMBARDIA. Interventi urgenti e prioritari per la mitigazione del rischio idrogeologico;STRUMENTI ATTUAZIONE DIRETTA;2016PATTILOMB;2014-2020;FSC;PATTO LOMBARDIA;0;
FSC 4;PATTO LOMBARDIA. Riqualificazione dello svincolo autostradale A4 e della connessione con l'asse interurbano di Bergamo;STRUMENTI ATTUAZIONE DIRETTA;2016PATTILOMB;2014-2020;FSC;PATTO LOMBARDIA;0;
FSC 48;PATTO LOMBARDIA. Ex SIN Cerro al Lambro (1Â° lotto);STRUMENTI ATTUAZIONE DIRETTA;2016PATTILOMB;2014-2020;FSC;PATTO LOMBARDIA;0;
